method,episodes_completed,best_episode,best_speed_variance,final_speed_variance,last10_mean_speed_variance,last10_std_speed_variance,runtime_seconds
ppo,800,389,1.8154950945954038,1.8812150575233713,1.8812207338175906,0.0030353969891454774,28399.75
sac,800,1,1.8942642300080361,1.9400885330504878,1.9382636441166508,0.004104260756200937,27275.47
